27240;Meinald T. Thielsch;;;;;;;;;;https://d-nb.info/1148672664;;;978-3-95853-364-6;;phd/dnb/Thielsch17;2021-07-17;;;;1-297;Pabst Science Publishers;;;;;;;;Ästhetik von Websites: Wahrnehmung von Ästhetik und deren Beziehung zu Inhalt, Usability und Persönlichkeitsmerkmalen.;;;2017
27535;Ansgar Scherp;;;;;;;;;;http://macau.uni-kiel.de/receive/macau_publ_00000696|https://d-nb.info/1108280064|https://nbn-resolving.org/urn:nbn:de:gbv:8-publ-6960;;;;;phd/dnb/Scherp15;2021-07-17;;;;;Universitätsbibliothek Kiel, Germany;;;;;;;;A component framework for personalized multimedia applications.;;;2015
27592;Carola Eschenbach;;;;;;;;;;https://d-nb.info/94553762X;;;978-3-8244-4181-5;;phd/dnb/Eschenbach95;2021-07-17;;;;1-300;DUV, Dt. Univ.-Verlag;;;;;;;;Zählangaben - Massangaben: Bedeutung und konzeptuelle Interpretation von Numeralia.;;;1995
32341;Christopher Richardson;;;;;;;;;;https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.747982;;;;;phd/ethos/Richardson17;2022-04-05;;British Library, EThOS;source;;;;;Lancaster University, UK;;;;;A privacy preserving approach to security analytics within a smart city.;;;2017
32643;A. H. S. Loh;;;;;;;;;;https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.623842|https://spiral.imperial.ac.uk:8443/handle/10044/1/16517;;;;;phd/ethos/Loh71;2022-04-05;;British Library, EThOS;source;;;;;Imperial College London, UK;;;;;The development of FPS- a financial planning system.;;;1971
37876;Alastair Peter Dunsmore;;;;;;;;;;https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.269999;;;;;phd/ethos/Dunsmore03;2022-04-05;;British Library, EThOS;source;;University of Strathclyde, Glasgow, UK;;;;;;;;Reading techniques for object-oriented code of production.;;;2003
39501;Martin J. Wheatman;;;;;;;;;;http://eprints.lancs.ac.uk/11680/|https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.569464;;;;;phd/ethos/Wheatman99;2022-04-05;;British Library, EThOS;source;;;;;Lancaster University, UK;;;;;An object layer for conventional file-systems.;;;1999
40316;Peter J. Fleming;;;;;;;;;;https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.534739;;;;;phd/ethos/Fleming11;2022-04-05;;British Library, EThOS;source;;;;;Queen's University Belfast, UK;;;;;Design environments for control systems.;;;2011
46434;Ian Miguel;;;;;;;;;;https://d-nb.info/969624166;;;1-85233-764-8;;phd/uk/Miguel2004;2021-07-17;;;;1-318;Springer;;;Edinburgh, Univ.;;;;;Dynamic flexible constraint satisfaction and its application to AI planning.;;;2004
47781;Patrick Gros;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00004889;oa;;;;phd/hal/Gros98;2020-07-21;;;;;;;habil;Grenoble Institute of Technology, France;;;;;De l'appariement a l'indexation des images. (From image matching to image indexing).;;;1998
49160;Johan Montagnat;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00691915;oa;;;;phd/hal/Montagnat96;2020-07-21;;;;;École normale supérieure de Cachan, France;;;;;;;;Segmentation d'image médicales volumiques à l'aide de maillages déformables contraints. (Medical images segmentation using constrained deformable models).;;;1996
57074;Anne Auger;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-01468781;oa;;;;phd/hal/Auger16;2020-12-02;;;;;;;habil;University of Paris-Sud, France;;;;;"Thèse d'habilitation à diriger des recherches ""Analysis of Comparison-based Stochastic Continuous Black-Box Optimization Algorithms"". (Thèse d'habilitation à diriger des recherches ""Analysis of Comparison-based Stochastic Continuous Black-Box Optimization Algorithms"").";;;2016
59840;Catherine Berrut;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00004920;oa;;;;phd/hal/Berrut97;2020-07-21;;;;;;;;Joseph Fourier University, Grenoble, France;;;;;Indexation des données multimedia, utilisation dans le cadre d'un système de recherche d'informations. (Indexing multimedia data, in the context of information retrieval systems).;;;1997
66938;Taehyun Kim 0003;;;;;;;;;;https://d-nb.info/99128027X;;;978-3-8364-6123-8;;phd/us/Kim2008;2021-07-17;;;;1-127;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Scalable video streaming over the internet: concepts, challenges, and solutions.;;;2008
67791;Ozgur Kurc;;;;;;;;;;https://d-nb.info/987746987;;;978-3-8364-6088-0;;phd/us/Kurc2008;2021-07-17;;;;1-287;VDM;;;;;;;;Parallel computing in structural engineering: a substructure based approach.;;;2008
96604;Volker Baier;;;;;;;;;;https://d-nb.info/991168747;;;978-3-8364-7040-7;;phd/de/Baier2008;2021-07-17;;;;1-123;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Motion perception and prediction: a subsymbolic approach.;;;2008
96802;Felix Flentge;;;;;;;;;;https://d-nb.info/986313769;;;978-3-8364-4614-3;;phd/de/Flentge2007;2021-07-17;;;;1-133;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;Johannes Gutenberg University Mainz;;;;;Maschinelles Lernen von Aktionen: adaptive Funktionsapproximation für Reinforcement-Learning auf der Basis von selbstorganisierenden Karten.;;;2007
96857;Sergej Alekseev;;;;;;;;;;https://d-nb.info/984434062;;;978-3-8364-1619-1;;phd/de/Alekseev2007;2021-07-17;;;;1-148;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Ablaufüberwachung objektorientierter Programme: graphentheoretische Algorithmen für die Ablaufanalyse.;;;2007
96959;Monique Janneck;;;;;;;;;;https://d-nb.info/985915951;;;978-3-89936-625-9;;phd/de/Janneck2007;2021-07-17;;;;1-167;Lohmar, Cologne, Germany;;;;;;;;Quadratische Kommunikation im Netz: Gruppeninteraktion und die Gestaltung von CSCL-Systemen.;;;2007
96976;Hermann Birkholz;;;;;;;;;;https://d-nb.info/991301455;;;978-3-8364-7734-5;;phd/de/Birkholz2008;2021-07-17;;;;1-134;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;University of Rostock;;;;;Level-of-Detail- und hardwareunterstütztes Out-of-core-Rendering: interaktive Darstellung komplexer 3D-Modelle.;;;2008
97022;Ralf Schmitz;;;;;;;;;;https://d-nb.info/985468084;;;978-3-8364-2470-7;;phd/de/Schmitz2007;2021-07-17;;;;1-180;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Design and evaluation of transport protocols for wireless and mobile networks: in cellular and ad-hoc networks, particularly vehicular ad-hoc networks.;;;2007
97023;Michael Gellner;;;;;;;;;;https://d-nb.info/988799375;;;978-3-8364-8497-8;;phd/de/Gellner2008;2021-07-17;;;;1-327;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;University of Rostock;;;;;Usability evaluation patterns: best practices zur Durchführung von Usability-Evaluationen.;;;2008
97067;Ralf Hofmann;;;;;;;;;;https://d-nb.info/97316641X;;;3-8244-8137-5;;phd/de/Hofmann2004a;2021-07-17;;;;1-169;Dt. Univ.-Verl., Wiesbaden, Germany;;;;;;;;Wissensmanagement in IT-Unternehmensberatungen.;;;2004
97111;Johannes Bitterling;;;;;;;;;;http://www.bod.de/index.php?id=296&objk_id=194569|https://d-nb.info/99839792X|https://nbn-resolving.org/urn:nbn:de:101:1-20091119565;archive;;978-3-8370-9004-8;;phd/de/Bitterling2009;2021-07-17;;;;;Books on Demand, Norderstedt, Germany;;;;;;;;Roboterarchitekturen.;;;2009
97160;Sebastian Wieczorek;;;;;;;;;;https://d-nb.info/1008890065;;;978-3-86306-684-0;;phd/de/Wieczorek2010;2021-07-17;;;;1-138;AVM, Munich, Germany;;;;;;;;Modeling and model-based testing of service choreographies: modeling and model-based service integration testing for service-oriented architectures.;;;2010
97245;Timo Götzelmann;;;;;;;;;;https://d-nb.info/987741551;;;978-3-8364-6360-7;;phd/de/Gotzelmann2008;2021-07-17;;;;1-185;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;Otto von Guericke University Magdeburg;;;;;Correlating illustrations and text through interactive annotation: computer-aided support for textbooks.;;;2008
97291;Alexander Ziegler;;;;;;;;;;https://d-nb.info/993395414;;;978-3-86805-329-6;;phd/de/Ziegler2009;2021-07-17;;;;1-245;Pro Business, Berlin, Germany;;;;;;;;Eignungseinstufung von Vorgehensmodellen: Ddurch systematische Risikoanalyse für Softwareprojekte direkt zum geeigneten Vorgehensmodell.;;;2009
97334;Kai Kapp;;;;;;;;;;http://www.uvka.de/univerlag/volltexte/2005/93/pdf/Kapp_Kai.pdf|https://d-nb.info/97787110X|https://d-nb.info/97819618X|https://nbn-resolving.org/urn:nbn:de:0072-37299;;;3-937300-90-2;;phd/de/Kapp2005;2021-07-17;;;;1-177;Universitäts Verlag Karlsruhe, Germany;;;;;;;;Eine formale algorithmische Synthese digitaler Schaltungen.;;;2005
97523;Vitalian A. Danciu;;;;;;;;;;http://www.bod.de/index.php?id=296&objk_id=188511|https://d-nb.info/1001130472|https://nbn-resolving.org/urn:nbn:de:101:1-20100325575;archive;;978-3-8370-7160-3;;phd/de/Danciu2009;2021-07-17;;;;;Norderstedt, Germany;;;Ludwig Maximilians University Munich;;;;;From Processes to Policies: Application of policy-based techniques to process-oriented IT service management.;;;2009
97572;Ingrid Rügge;;;;;;;;;;https://d-nb.info/985467851;;;978-3-8350-0919-6;;phd/de/Rugge2007;2021-07-17;;;;1-319;Dt. Univ.-Verl., Wiesbaden, Germany;;;;;;;;Mobile solutions: Einsatzpotenziale, Nutzungsprobleme und Lösungsansätze.;;;2007
97596;Eduard Siemens;;;;;;;;;;https://d-nb.info/988386585;;;978-3-8364-4625-9;;phd/de/Siemens2008;2021-07-17;;;;1-142;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Dienstgüte in Datennetzen: Methodik der hochpräzisen Messung der Dienstgüte in IP-Netzen.;;;2008
97809;Michael Barth;;;;;;;;;;http://www.bod.de/index.php?id=296&objk_id=228746|https://d-nb.info/999150634|https://nbn-resolving.org/urn:nbn:de:101:1-20091217577;archive;;978-3-8391-1157-4;;phd/de/Barth2009;2021-07-17;;;;;Books on Demand, Norderstedt, Germany;;;;;;;;Entwicklung und Bewertung zeitkritischer Softwaremodelle: Simulationsbasierter Ansatz und Methodik.;;;2009
97921;Hendrik Witt;;;;;;;;;;https://d-nb.info/987814362;;;978-3-8351-0256-9;;phd/de/Witt2008;2021-07-17;;;;1-273;Vieweg + Teubner, Wiesbaden, Germany;;;;;;;;User interfaces for wearable computers: development and evaluation.;;;2008
98099;Christian Knöpfle;;;;;;;;;;https://d-nb.info/984485945;;;978-3-8364-1565-1;;phd/de/Knopfle2007;2021-07-17;;;;1-191;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Interaktion in virtuellen Welten: intuitive Bedienschnittstellen für den Design Review.;;;2007
98141;Marcus Raitner;;;;;;;;;;https://d-nb.info/985518715;;;978-3-8364-1794-5;;phd/de/Raitner2007;2021-07-17;;;;1-152;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Efficient visual navigation: a study by the example of hierarchically structured graphs.;;;2007
98355;Melanie Weis;;;;;;;;;;https://d-nb.info/987676849;;;978-3-86553-263-3;;phd/de/Weis2008;2021-07-17;;;;1-240;WiKu, Duisburg, Colone, Germany;;;;;;;;Duplicate detection in XML data.;;;2008
98510;Dennis Allerkamp;;;;;;;;;;https://d-nb.info/1002680379|https://doi.org/10.1007/978-3-642-13974-1;;;978-3-642-13973-4|978-3-642-13974-1;;phd/de/Allerkamp2010;2021-07-17;;;;1-120;Springer;;;University of Hanover;Cognitive Systems Monographs;db/series/csm/index.html;;;Tactile Perception of Textiles in a Virtual-Reality System.;;10;2010
98773;Bixia Wu;;;;;;;;;;https://d-nb.info/985425121;;;978-3-8325-1664-2;;phd/de/Wu2007a;2021-07-17;;;;1-198;Logos-Verlag, Berlin;;;;;;;;Verteilende Verfeinerung: Entwurf und Verifikation verteilter Algorithmen mit Petrinetzen.;;;2007
99054;Bernhard Fechner;;;;;;;;;;https://d-nb.info/990301346;;;978-3-8348-0714-4;;phd/de/Fechner2009;2021-07-17;;;;1-265;Vieweg + Teubner, Germany;;;FernUniversität in Hagen;;;;;Transiente Fehler in Mikroprozessoren: Mechanismen zur Erkennung, Behebung und Tolerierung.;;;2009
99132;Cristian Pérez de Laborda Schwankhart;;;;;;;;;;https://d-nb.info/986652032;;;978-3-8364-5167-3;;phd/de/Schwankhart2007;2021-07-17;;;;1-144;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Incorporating relational data into the Semantic Web: from databases to RDF using relational OWL.;;;2007
99157;Ulf-Daniel Ehlers;;;;;;;;;;https://d-nb.info/1001928911;;;978-3-531-17589-8;;phd/de/Ehlers2011;2021-07-17;;;;1-327;VS-Verlag, Wiesbaden, Germany;;;;;;;;Qualität im E-Learning aus Lernersicht.;;;2011
99240;Markus Krätzig;;;;;;;;;;https://d-nb.info/98882356X;;;978-3-8364-8455-8;;phd/de/Kratzig2008;2021-07-17;;;;1-353;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;A software framework for data based analysis: requirements analysis, architecture and usage of a powerful open source framework for data centric software development in Java.;;;2008
99291;Michael Eulenstein;;;;;;;;;;http://scidok.sulb.uni-saarland.de/volltexte/2005/463/index.html|https://d-nb.info/975450093|https://nbn-resolving.org/urn:nbn:de:bsz:291-scidok-4632;;;;;phd/de/Eulenstein2005;2021-07-17;;;;;;;;Saarland University;;;;;POCO, ein portables System zur Generierung portabler Compiler.;;;2005
99372;Björn W. Schuller;;;;;;;;;;http://mediatum.ub.tum.de/doc/1138558/38728.pdf|https://d-nb.info/984653066;;;978-3-8364-1522-4;;phd/de/Schuller2007;2021-07-17;;;;1-239;VDM;;;Technical University Munich;;;;;Mensch, Maschine, Emotion: Erkennung aus sprachlicher und manueller Interaktion.;;;2007
99464;Elke Focke;;;;;;;;;;https://d-nb.info/988033844;;;978-3-8364-4411-8;;phd/de/Focke2008;2021-07-17;;;;1-286;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Rechenschwäche und Lernsoftware: Lösungsmöglichkeiten im Mathematikunterricht der ersten beiden Grundschuljahre.;;;2008
99468;Thomas Zimmermann 0001;;;;;;;;;;http://www.bod.de/index.php?id=296&objk_id=220006|https://d-nb.info/998938114|https://nbn-resolving.org/urn:nbn:de:101:1-20091209425;archive;;978-3-8391-0746-1;;phd/de/Zimmermann2009a;2021-07-17;;;;;Books on Demand;;;;;;;;Changes and Bugs: Mining and Predicting Software Development Activities.;;;2009
99661;Thomas Setzer;;;;;;;;;;https://d-nb.info/991258614;;;978-3-8364-7780-2;;phd/de/Setzer2008;2021-07-17;;;;1-166;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Adaptive admission control for media streaming services: revenue management and overload control techniques for shared real-time infrastructures.;;;2008
99748;Stefan Schaden;;;;;;;;;;https://d-nb.info/985692642;;;978-3-940459-04-6;;phd/de/Schaden2007;2021-07-17;;;;1-259;Shaker Media;;;;;;;;Fremdsprachlicher Akzent als Problem der Sprachtechnologie: Grundlagen, Entwurf und Implementierung eines Regelsystems zur Modellierung akzentgefärbter Aussprache.;;;2007
99835;Stephan Volmer;;;;;;;;;;https://d-nb.info/984551832;;;978-3-8364-1568-2;;phd/de/Volmer2007;2021-07-17;;;;1-174;VDM Verlag, Saarbücken, Germany;;;;;;;;Inhaltsbasierte Bildsuche mittels visueller Merkmale: eine Alternative zur Erschließung digitaler Bildinformationen.;;;2007
99903;Stefan Martin Frenz;;;;;;;;;;https://d-nb.info/98838745X;;;978-3-8364-5660-9;;phd/de/Frenz2008;2021-07-17;;;;1-113;;;;University of Ulm, Germany;;;;;Cluster-Checkpointing mit transaktional verteiltem Speicher: effiziente Verfahren für Sicherung und Rücksetzung von verteilten Betriebssystemen.;;;2008
99929;Peter Tandler;;;;;;;;;;https://d-nb.info/989592812;;;978-3-8364-3397-6;;phd/de/Tandler2008;2021-07-17;;;;1-258;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Synchronous collaboration in the age of ubiquitous computing: requirements, application models, software architecture.;;;2008
99953;Carsten Bange;;;;;;;;;;https://d-nb.info/969493525;;;3-8300-1282-9;;phd/de/Bange2004;2021-07-17;;;;1-290;Kovac, Hamburg, Germany;;;;;;;;Business intelligence aus Kennzahlen und Dokumenten: Integration strukturierter und unstrukturierter Daten in entscheidungsunterstützenden Informationssystemen.;;;2004
100340;Klaus Herrmann 0001;;;;;;;;;;https://d-nb.info/988875128;;;978-3-8364-9896-8;;phd/de/Herrmann2008a;2021-07-17;;;;1-257;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Self-organizing ambient intelligence: principles, algorithms, and protocols.;;;2008
100352;Stefan Baerisch;;;;;;;;;;https://d-nb.info/995466882;;;978-3-8348-0931-5;;phd/de/Baerisch2010;2021-07-17;;;;1-244;Vieweg + Teubner, Germany;;;;;;;;Domain-specific model-driven testing.;;;2010
100596;Matthias Korch;;;;;;;;;;https://d-nb.info/988858061;;;978-3-8364-9140-2;;phd/de/Korch2008;2021-07-17;;;;1-272;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Eingebettete Runge-Kutta-Verfahren für parallele Rechnersysteme: effiziente Implementierung durch Ausnutzung der Speicherzugriffslokalität.;;;2008
100676;Vasian Cepa;;;;;;;;;;https://d-nb.info/983751560;;;978-3-8364-1016-8;;phd/de/Cepa2007;2021-07-17;;;;1-197;VDM Dr. Müller, Saarbrücken, Germany;;;Darmstadt University of Technology;;;;;Attribute enabled software development: illustrated with mobile software applications.;;;2007
100731;Michael Hellenschmidt;;;;;;;;;;https://d-nb.info/988827433;;;978-3-8364-8879-2;;phd/de/Hellenschmidt2008;2021-07-17;;;;1-283;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Realisierung der ambient intelligence: Software-Infrastruktur und Entwicklungsumgebung für selbstorganisierende multimediale Ensembles in Ambient-intelligence-Umgebungen.;;;2008
100745;Holger Lyre;;;;;;;;;;https://d-nb.info/972000216;;;3-89785-237-3;;phd/de/Lyre2004;2021-07-17;;;;1-267;Mentis, Paderborn, Germany;;;;;;;;Quantentheorie der Information: zur Naturphilosophie der Theorie der Ur-Alternativen und einer abstrakten Theorie der Information.;;;2004
101021;David Link;;;;;;;;;;https://d-nb.info/98204772X;;;978-3-7705-4493-6;;phd/de/Link2007;2021-07-17;;;;1-151;Fink, Germany;;;Humboldt University of Berlin, Unter den Linden, Germany;;;;;Poesiemaschinen, Maschinenpoesie: zur Frühgeschichte computerisierter Texterzeugung und generativer Systeme.;;;2007
101046;Daniel F. Abawi;;;;;;;;;;https://d-nb.info/987067796;;;978-3-8364-5074-4;;phd/de/Abawi2007;2021-07-17;;;;1-292;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Augmented reality - die angereicherte Realität: ein autorenorientierter Prozess zur authentischen Integration von virtuellen Objekten in augmented Reality-Anwendungen.;;;2007
101197;Christian Emig;;;;;;;;;;https://d-nb.info/989975797;;;978-3-921249-33-8;;phd/de/Emig2008;2021-07-17;;;;1-274;Günther Emig, Niederstetten, Germany;;;;;;;;Zugriffskontrolle in dienstorientierten Architekturen: Absicherung von Webservices und Webservice-Kompositionen.;;;2008
101202;Jörg Benze;;;;;;;;;;https://d-nb.info/984162275;;;978-3-8364-1411-1;;phd/de/Benze2007;2021-07-17;;;;1-166;;;;Technische Universität Ilmenau, Germany;;;;;HelpDesk-Systeme der Telekommunikationsbranche: der Weg zum aktiven Infrastrukturmanagement.;;;2007
101278;Georg Treu;;;;;;;;;;https://d-nb.info/988615754;;;978-3-8364-9963-7;;phd/de/Treu2008;2021-07-17;;;;1-158;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Position-Management für ortsbezogene Community-Dienste: effiziente Position-Update-Methoden und Betrachtungen zum Datenschutz.;;;2008
101552;Kim Boström;;;;;;;;;;https://d-nb.info/986312657;;;978-3-8364-4694-5;;phd/de/Bostrom2007;2021-07-17;;;;1-135;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Lossless quantum data compression and secure direct communication: new concepts and methods for quantum information theory.;;;2007
101598;Ji Hu 0001;;;;;;;;;;https://d-nb.info/1007091916;;;978-3-86991-147-2;;phd/de/Hu2010;2021-07-17;;;;1-128;Verl.-Haus Monsenstein und Vannerdat, Münster, Germany;;;University of Potsdam;;;;;Virtualization based security training.;;;2010
101643;Stephan Johannes Franz Graf;;;;;;;;;;https://d-nb.info/997463805;;;978-3-940317-55-1;;phd/de/Graf2009;2021-07-17;;;;1-300;Hülsbusch, Boizenburg, Germany;;;;;;;;Identity-Management und E-Portfolios.;;;2009
101650;Anis Charfi;;;;;;;;;;https://d-nb.info/988796554;;;978-3-8364-5638-8;;phd/de/Charfi2008;2021-07-17;;;;1-195;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;Darmstadt University of Technology;;;;;Aspect oriented workflow management: concepts, languages, applications.;;;2008
101756;Sebastian Rockel;;;;;;;;;;https://d-nb.info/989496538;;;978-3-8364-7061-2;;phd/de/Rockel2008;2021-07-17;;;;1-66;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;University of Erlangen-Nuremberg, Germany;;;;;Development of a generic flash device driver for cellular phones: requirements, design, implementation.;;;2008
101799;Stefan Naumann;;;;;;;;;;https://d-nb.info/984842314;;;978-3-8364-1645-0;;phd/de/Naumann2007a;2021-07-17;;;;1-318;VDM Müller, Saarbrücken, Germany;;;;;;;;Referenzmodellierung nicht-professioneller Domänen: Softwaretechnik, Nachhaltigkeit, Kooperation.;;;2007
101956;Daniel Herrscher;;;;;;;;;;https://d-nb.info/98665101X;;;978-3-8364-5000-3;;phd/de/Herrscher2007;2021-07-17;;;;1-149;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;;;;;;Emulation von Rechnernetzen: beliebige Netzeigenschaften lassen sich im Labor nachbilden.;;;2007
